"General","장군"
"I hate this sleazy sort of poetry.","나는 이런 천박한 시를 싫어한다."
"Must the lyrics of the accompaniment be so off-putting?","반주 가사가 너무 과격하지 않나요?"
"These lyrics are simply unacceptable.","이 가사는 단순히 받아 들일 수 없습니다."
"I love light poetry.","나는 가벼운 시를 좋아합니다."
"I love the light lyrics of the accompaniment.","반주의 경쾌한 가사가 좋아요."
"I love the light lyrics.","가벼운 가사가 좋아요."
"I prefer more weighty subject matter myself.","나는 더 무거운 주제를 선호합니다."
"Couldn't the lyrics of the accompaniment be a bit more somber?","반주의 가사가 좀 더 침울하면 안 될까요?"
"These lyrics are too breezy.","이 가사는 너무 경쾌합니다."
"I love solemn poetry.","나는 엄숙한 시를 좋아합니다."
"I love the solemn lyrics of the accompaniment.","나는 반주의 엄숙한 가사를 좋아합니다."
"I love the solemn lyrics.","나는 엄숙한 가사를 좋아합니다."
"I can't stand poetry this serious.","이렇게 심각한 시를 참을 수 없습니다."
"The lyrics of the accompaniment are way too serious.","반주 가사가 너무 진지합니다."
"These lyrics are too austere.","이 가사는 너무 엄격합니다."
"This legendary hunt has saved us from a mighty enemy!","이 전설적인 사냥은 강력한 적으로부터 우리를 구했습니다!"
"This magnificent hunt has saved us from a fearsome enemy!","이 장엄한 사냥이 무시무시한 적으로부터 우리를 구했습니다!"
"This great hunt has saved us from a dangerous enemy!","이 위대한 사냥은 위험한 적으로부터 우리를 구해주었습니다!"
"This worthy hunt has rid us of an enemy.","이 가치 있는 사냥으로 적을 제거했습니다."
"This hunt has rid us of a nuisance.","이 사냥은 우리에게 성가신 일을 없앴습니다."
"That was a legendary hunt!","그것은 전설적인 사냥이었습니다!"
"That was a magnificent hunt!","멋진 사냥이었어!"
"That was a great hunt!","대단한 사냥이었어!"
"That was a worthy hunt.","가치 있는 사냥이었다."
"That was hunter's work.","그것은 사냥꾼의 일이었습니다."
"We are saved from a mighty enemy!","우리는 강대한 적에게서 구원받았습니다!"
"We are saved from a fearsome enemy!","우리는 무시무시한 적으로부터 구원받았습니다!"
"We are saved from a dangerous enemy!","우리는 위험한 적으로부터 구해졌습니다!"
"We are rid of an enemy.","우리는 적을 제거했습니다."
"We are rid of a nuisance.","우리는 성가신 일을 제거합니다."
"The defenseless are safer from outlaws.","무방비 상태는 무법자로부터 더 안전합니다."
"You have my thanks.","나의 감사를 받으시오."
"in a time before time","머나먼 과거에"
"in the future","미래에"
"just now","방금"
"a few minutes ago","몇 분 전"
"not a quarter hour ago","15분 전이 아니라"
"not a half hour ago","30분 안 되어서"
"not one hour ago","한 시간도 안 되어서"
"a few hours ago","몇 시간 전에"
"not one day ago","하루도 안 되서"
"a few days ago","며칠 전에"
"several days ago","수일 전에"
"a week ago","일주일 전에"
"a few weeks ago","몇 주 전에"
"a month ago","한 달 전에"
"a few months ago","몇 달 전에"
"months ago","몇달 전"
"a year ago","한 해 전에"
"a few years ago","몇 년 전에"
"several years ago","수년 전에"
"many years ago","여러 해 전"
"long ago","오래전에"
"long, long ago","아주 아주 오래전에"
"the forces of ","의 힘 "
" was slain"," 살해당했다"
"by a ","에 의해 "
"by the forces of ","의 세력에 의해 "
"creatures","생물"
"a creature","생물"
"a member","회원"
"the forces","힘"
" died"," 사망 한"
"many died","많은 사람들이 죽었다"
"I slew ","나는 죽였다 "
"many foes","많은 적"
"It is scorching hot!","무더위가 뜨겁다!"
"It is freezing cold!","추워요!"
"Is that ","그게 "
" falling outside?"," 밖으로 떨어지는?"
"Looks like rain outside.","밖에 비가 오는 것 같습니다."
"Looks to be snowing outside.","밖에 눈이 오는 모양입니다."
"Look at the fog out there!","저기 안개 좀 봐!"
"There is fog outside.","밖에 안개가 있습니다."
"There is a mist outside.","밖에 안개가 있습니다."
"night","밤"
"day","낮"
"sunset","일몰"
" out there."," 저 밖에."
"I wonder what the weather is like outside.","바깥 날씨가 어떤지 궁금합니다."
"What is this?  ","이게 뭔가요? "
"It is raining.","비가 내립니다."
"It is snowing.","눈이 오고 있다."
"Curse this fog!  I cannot see a thing.","이 안개를 저주하라! "
"I hope this fog lifts soon.","빨리 이 안개가 걷히길 바랍니다."
"I hope this mist passes.","이 안개가 지나가길 바랍니다."
"The weather looks to be fine today.","오늘은 날씨가 좋은 것 같습니다."
"The weather does not look too bad today.","오늘 날씨도 나쁘지 않은 것 같습니다."
"Look at those clouds!","저 구름 좀 봐!"
"The stars are bold tonight.","오늘 밤 별은 대담합니다."
"It is a starless night.","별이 없는 밤입니다."
"It is hot.","뜨겁다."
"It is cold.","날씨가 춥다."
"What a wind!","정말 바람!"
"  And what a wind!"," 그리고 얼마나 바람!"
"It is a nice temperature today.","오늘은 좋은 온도입니다."
"([LIP])","([말뿐인])"
"([lip])","([말뿐인])"
"Salutations","인사말"
"Greetings","인사드려요"
"Hello","안녕하십니까"
"Hey","여기요"
"I'm a true ","나는 진실하다 "
"I thought you called yourself ","자신을 부르는 줄 알았는데 "
"An honor as always.  How can I be of service?","언제나처럼 영광입니다. "
".  It is good to see you.",". "
" is dumbstruck for a moment."," 순간 멍해진다."
"A legend?  Here?  I can scarcely believe it.  ","전설? "
"I am honored to be in your presence.  ","여러분과 함께하게 되어 영광입니다. "
"It is an honor.  ","영광입니다. "
"Your name precedes you.  Thank you for all that you have done.  ","당신의 이름이 당신보다 앞서 있습니다. "
"It is good to finally meet you!  ","드디어 만나서 반가워요! "
"Welcome home, my child.","집에 온 걸 환영해, 내 아이야."
"You are welcome at ","당신은 환영합니다 "
".  Please be respectful of the materials.",". "
".  What can I do for you?",". 무엇이 필요한가요?"
"How are you, my ","잘 지냈어? "
"It's great to have a friend like you!","당신 같은 친구를 갖는 것이 좋습니다!"
"And what exactly do you want?","정확히 무엇을 원하십니까?"
"Are you ready to learn?","배울 준비가 되셨습니까?"
"Been in any good scraps today?","오늘 좋은 스크랩이 있었나요?"
"Let's not hurt anybody.","아무도 해치지 맙시다."
"Make any good deals lately?","최근에 좋은 거래를 합니까?"
"Long live the cause!","원인 만세!"
"Thank you for keeping us safe.","우리를 안전하게 지켜주셔서 감사합니다."
"Don't let the enemy rest.","적을 쉬게 하지 마십시오."
"Are you hunting for treasure?","당신은 보물을 찾고 있습니까?"
"Thank you for protecting our wisdom.","저희 지혜를 지켜주셔서 감사합니다."
"Don't try to throw your weight around.","주위에 체중을 던지려고하지 마십시오."
"I have nothing for you.","나는 당신을 위해 아무것도 없습니다."
"I value your loyalty.","나는 당신의 충성심을 소중히 여깁니다."
"It really is a pleasure to speak with you again.","당신과 다시 이야기하게 되어 정말 기쁩니다."
"Do you have wisdom to share, preacher?","나눌 지혜가 있습니까, 목사님?"
"Do you have a story to tell?","할 이야기가 있습니까?"
"Have you written a new poem?","새로운 시를 쓰셨나요?"
"Is it time to make music?","음악을 할 시간인가요?"
"Are you still dancing?","아직도 춤추고 있니?"
"Are in a foul mood?","기분이 좋지 않습니까?"
"You'll get nothing from me with your flattery.","당신은 당신의 아첨으로 나에게서 아무것도 얻지 못할 것입니다."
"Are you stalking a dangerous beast?","위험한 짐승을 쫒고 있습니까?"
"Don't walk off with anything.","아무것도 가지고 가지 마세요."
"It is amazing how far you've come.  Welcome home.","당신이 얼마나 멀리 왔는지 놀랍습니다. "
"It's good to see you have companions to travel with on your adventures.","당신의 동료가 여정에 함께하는 것을 보니 좋습니다."
"I know you can handle yourself, but be careful out there.","당신이 스스로를 감당할 수 있다는 것을 알지만, 밖에서는 조심하세요."
"Hopefully your friends can dissuade you from this foolishness.","친구들이 이 어리석음에서 당신을 설득할 수 있기를 바랍니다."
"Traveling alone in the wilds?!  You know better than that.","야생에서 혼자 여행?! "
"Only a hero such as yourself can travel at night.  The bogeyman would get me.","오직 당신과 같은 영웅만이 밤에 여정을 계속할 수  있을 겁니다. 하지만 나는 부기맨이 잡아가 버릴 거예요.   "
"I know you've seen your share of adventure, but be careful or the bogeyman may get you.","당신이 모험에 능숙한 것은 압니다만, 조심하시지 않으면 부기맨이 당신을 죽일겁니다."
"Night is falling.  You'd better stay indoors, or the bogeyman will get you.","칠흑 같은 밤이 다가옵니다. 실내에 있는 게 좋을 겁니다,  그렇지 않으면 부기맨이 당신을 잡아갈 거예요."
"The sun will set soon.  Be careful that the bogeyman doesn't get you.","곧 해가 질 거예요. 부기맨이 당신을 잡아가지 못하게 조심하세요."
"Don't travel alone at night, or the bogeyman will get you.","밤에 혼자 여행하지 마세요. 그렇지 않으면 부기맨에게 잡힐 거예요."
"Only a fool would travel alone at night!  Take shelter or the bogeyman will get you.","오직 바보만이 밤에 혼자 여행할 겁니다! 쉴 곳을 찾아 밤을 보내지 않으면 부기맨이 당신을 찾아서 죽일 겁니다."
"Greetings.","인사말."
" agreed to "," 동의하다 "
" offer of tribute from "," 의 공물 제공 "
" refused "," 거절 "
" demand of tribute from "," 공물 요구 "
" accepted a peace offer from "," 평화 제안을 수락했습니다. "
" to stop the conflict between "," 사이의 갈등을 멈추기 위해 "
" refused an offer of peace from "," 평화의 제안을 거절하다 "
" regarding the conflict between "," 사이의 갈등에 대해 "
" informed "," 잘 아는 "
